genre,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75
rnb,8440.167479668571,859.0680670562014,-559.3635811393107,54.63376359834039,-1895.3403884328422,-193.9187221421379,-1845.2783883296731,-7003.994205492497,-138.54149370226074,-4226.71424512924,2210.3156495084945,-2625.584290981117,7301629.0,2333451.0,1636785.0,1140849.0,927120.0,816073.0,758344.0,719128.0,744753.0,894273.0,771815.0,946109.0,851990.0,857565.0,613658.0,450508.0,270410.0,230051.0,132225.0,107933.0,83261.0,58865.0,78341.0,93042.0,108716.0,180127.0,210351.0,302632.0,388114.0,16624.0,3799.0,3524.0,15.234397620622167,14.42364685367373,14.068969409503373,13.746755828275175,13.547715699680511,13.414126899457074,13.332781859349879,13.27814255414507,13.283566062179313,13.463170000097497,13.269449771765665,13.498325272424983,13.368691798027868,13.401193005855244,13.060887490525944,12.731256423871637,12.259793508782373,12.121512096566947,11.573037481623698,11.411915918244953,11.14388064104999,10.809125606821864,11.082538012840095,11.264457397028066,11.405420259205021,11.886739217990575,12.025257585349667,12.361095773787708,12.619586862111598,8.994979793716015,8.241236186427042,8.16659377985431
rnb,8505.829949913685,773.3195486038676,-2397.4228578047982,2293.916141830476,-1117.6127036903968,-1870.783848531151,-1403.6828202076122,-6435.110542063182,-260.65303190225677,-4997.371796739446,2096.207331102823,-1936.7322058831874,8095796.0,2511905.0,1667548.0,1146867.0,896169.0,827556.0,714676.0,673610.0,714785.0,866205.0,751463.0,898759.0,842975.0,842111.0,569958.0,437372.0,254416.0,217946.0,126943.0,96977.0,76355.0,54684.0,67012.0,89554.0,106575.0,174565.0,204713.0,290009.0,367787.0,15009.0,3932.0,3653.0,15.324475974734202,14.49798023275684,14.115293000841282,13.739580646830364,13.488268072657242,13.445318516274824,13.27340508400264,13.195775196560819,13.249318198166842,13.450653524378946,13.252794041726549,13.454926166882123,13.39690625082416,13.40625326895769,12.981631137175226,12.718417089296462,12.198006992566789,12.087917503666427,11.557156896340073,11.279771704123311,11.04556959748108,10.73450571324393,10.90052002624858,11.218247633514608,11.387842093658351,11.86048617938099,12.00879451643122,12.331954853460738,12.57254827397605,8.976089165411985,8.275884049057776,8.202815474636518
classical,7244.744893879085,5418.053629665567,-11408.060359592784,-6954.890181755574,-5177.506493236401,-5996.2123792780285,-5508.859674342906,-3180.3124028588786,-5558.078386809452,-5086.033593920521,-3615.7790955328583,1809.7980597408541,1153749.0,1218885.0,687811.0,469975.0,390951.0,317666.0,191464.0,125101.0,91548.0,87950.0,60314.0,42726.0,30883.0,30225.0,24972.0,18921.0,17602.0,13001.0,13275.0,9939.0,6771.0,6975.0,5797.0,5169.0,4215.0,3215.0,2745.0,2168.0,1563.0,830.0,801.0,802.0,13.03541892843807,13.008077071944872,12.652665082610225,12.23027595268643,12.010364384436935,11.730430859619032,11.4764225081365,10.859637670506283,10.668149094898476,10.554955089242084,10.306316722581114,10.028829743594802,9.825319424341005,9.729822573654632,9.576189604071834,9.394868413795336,9.27324935844427,9.080828835880668,9.004797071080919,8.789387235514683,8.517131304097152,8.495772613628159,8.381821711867964,8.225206142210986,8.05557432167657,7.886207352512719,7.744356713197874,7.496573116008032,7.187135374740458,6.69288766623396,6.673309934420234,6.675327906234504
rnb,8570.734123571134,-456.08014941835876,-2988.806006720346,2141.169854432946,-1712.0770569522515,-1094.4860031978037,-1475.6403663255412,-6915.986407106594,-188.5540676817636,-5121.581030081871,1953.70034845331,-1689.5335445622175,7721190.0,2693541.0,1771126.0,1261823.0,995730.0,848086.0,754037.0,727683.0,782347.0,917716.0,801639.0,961894.0,869924.0,876297.0,626675.0,476284.0,275202.0,235825.0,131946.0,112953.0,87137.0,60943.0,79550.0,97064.0,115703.0,189242.0,212324.0,300503.0,396554.0,13335.0,562.0,580.0,15.332118991333507,14.545210368872668,14.175955630699011,13.810239724676757,13.617771734856023,13.466521951768584,13.329606374609535,13.301927442825198,13.3437056493998,13.502863346969232,13.314413250457509,13.531617141063178,13.391616762203748,13.438123598393837,13.087326809741423,12.810582039834001,12.271892269791199,12.15510092318603,11.587444421489886,11.447625376435118,11.200325953308505,10.843354935017464,11.09248929306396,11.29564432275064,11.476876619379835,11.935300518713069,12.0301391120924,12.35698291442668,12.660480019453688,7.859178060935623,6.302768866985539,6.334810716759525
rnb,9504.432033654064,-5752.985248219959,-6469.600186728793,4489.67316748056,-3662.13532400048,8435.385913061205,-5518.397710607357,4375.451384327245,36.29724627393357,1790.9745179187805,-1274.2660913503241,2740.4742542725457,12211261.0,4492469.0,3148385.0,3922932.0,2348965.0,2495941.0,1551315.0,1155723.0,1159206.0,952351.0,995173.0,983635.0,1018441.0,997472.0,919085.0,723133.0,645425.0,549568.0,460740.0,364788.0,311100.0,289927.0,247322.0,195887.0,161609.0,167131.0,146429.0,78493.0,12927.0,12719.0,12681.0,12679.0,15.861050385004024,15.130127513740867,14.768400303730585,14.98590866960821,14.464737896751576,14.505469133991904,14.06675529721888,13.767836334481872,13.778053066862576,13.576223595614541,13.63233470071505,13.624845150672495,13.650169756137338,13.623293940428749,13.54094695330227,13.293284643422703,13.195110770856706,13.021945947599587,12.859105232146174,12.609277193880438,12.457001988059478,12.365789575514238,12.215934313227809,11.990760112368148,11.793580910988096,11.79203252691794,11.672478712093595,10.944863644005476,9.43089516589305,9.424570432772013,9.421641807546706,9.41891715309083
rnb,9693.914054324356,-5374.07845536383,-7702.530695793756,5344.191043869046,-2944.9386252969757,7682.781968968259,-5442.21933139639,3216.3105714421304,-145.4401407915524,4128.053222885254,-1.3319470185525084,1922.4515154186538,13429217.0,5046567.0,3551784.0,4238744.0,2828468.0,2334462.0,1789730.0,1364606.0,1430954.0,1267511.0,1067498.0,1019707.0,1083694.0,1069358.0,1159109.0,858302.0,846530.0,727639.0,670460.0,534682.0,403640.0,351345.0,281599.0,223972.0,177165.0,177538.0,159622.0,82048.0,13391.0,13396.0,13341.0,13318.0,15.954429449348805,15.203154648465109,14.8662859070115,15.055815553743164,14.675751750142455,14.456336341174593,14.227524121925113,13.927784624716894,13.98967910343993,13.864617810557545,13.710843403893497,13.660399754679798,13.720281404302572,13.690302646683426,13.785627871919916,13.503096242024696,13.48367657718641,13.323379107055754,13.24407384865624,13.006510439990446,12.730905472025716,12.579672703358689,12.37427910928256,12.14393356308582,11.91213300905651,11.900518968084748,11.766464220712262,10.967052788486242,9.4751439832777,9.476489093200533,9.474424610759264,9.474015595343644
rnb,9230.89145853913,-3353.637100113789,-4850.089854014783,4754.40054863891,-8890.852687604889,4528.528921391592,-7996.76866170545,848.4554728562749,-1329.0197285076124,-185.3718755902027,-3959.1419426960347,5293.779566824756,13852116.0,5915131.0,3464603.0,2401602.0,2096421.0,1867438.0,1472564.0,1099547.0,1206677.0,1333890.0,1255285.0,1119326.0,1116665.0,953975.0,935629.0,848230.0,629087.0,549906.0,466969.0,421103.0,346199.0,301459.0,247325.0,212649.0,159145.0,159698.0,152908.0,72374.0,8626.0,8472.0,8452.0,8453.0,16.035191844199872,15.337340676263478,14.826904877044987,14.501207798025433,14.357291190902691,14.271318613949,14.008761186982996,13.74502370206473,13.82251184402174,13.909331221137373,13.872840598553887,13.754387000502973,13.758907240410714,13.600397564161401,13.575295055950596,13.490424197665366,13.184781715493742,13.052380857664785,12.873126049197134,12.774760593980707,12.580831587414751,12.41464422024728,12.215964410972024,12.08206145934734,11.772484373195246,11.774700729306485,11.727713395337453,10.733924749837131,8.990703191968958,8.987840859351342,8.985831247429529,8.983260110947041
rnb,8916.642378274353,-3369.462456422414,-3982.369678583866,6571.506584798999,-8648.534944613213,5863.621149734001,-8888.147220632054,1834.946718544779,-841.720175769325,-1067.4190444874714,-4454.042698822605,6297.90278210786,12832347.0,4211768.0,2415493.0,1342325.0,1489902.0,1323685.0,997241.0,722983.0,797073.0,859045.0,911258.0,943329.0,922221.0,870605.0,796072.0,504017.0,389152.0,394555.0,319801.0,282627.0,229087.0,201395.0,172822.0,132657.0,108288.0,116370.0,104979.0,52106.0,5997.0,3959.0,4141.0,4099.0,15.801327227808311,14.929788207686212,14.478077196493512,13.907324144777009,14.034281969009614,13.918630965434204,13.642969451866687,13.318004451624555,13.414015151709858,13.491347066622982,13.545451268499995,13.580531945384008,13.567525717189351,13.509471539120552,13.404656716288299,12.963794181967117,12.700653300825378,12.72341700463538,12.512112655891798,12.376231439268206,12.177827938724183,12.020687558038189,11.8742677878897,11.616053248434035,11.406407923963847,11.467694232639861,11.335647668602364,10.598746005378656,8.503220361057522,8.138954431025253,8.18805740834771,8.170700831739895
rnb,9165.561385361076,-3443.698181938228,-2184.652669549176,4547.275427222828,-9091.561569627365,2772.219987726341,-8468.488322531892,1245.6519011146063,-709.5970493484505,-1567.74774220894,-5271.294026000988,5160.226171933989,14174747.0,5248559.0,2894083.0,1666757.0,1888221.0,1547817.0,1163777.0,861108.0,871526.0,875261.0,996048.0,833593.0,814807.0,736323.0,654772.0,556078.0,499597.0,417195.0,373210.0,297034.0,253403.0,268195.0,224339.0,186327.0,158029.0,162094.0,140602.0,78792.0,13632.0,13223.0,13077.0,13302.0,15.89778246321016,15.116431108531387,14.667076060362142,14.128930473212188,14.254083269332979,14.047798793314533,13.767902174651224,13.470231425888414,13.486262844119915,13.473615770729163,13.634261777418455,13.460431542470388,13.439341915770422,13.338879346246662,13.206116509377539,13.056925869912181,12.93990961969656,12.762349203496253,12.629153520759381,12.408992455793584,12.253076997827938,12.277774692043991,12.099578029631628,11.935949316673339,11.784878218905186,11.770729592226276,11.624537817083889,10.990945036081856,9.484191838171686,9.46566174973039,9.459145933696865,9.466106300306288
rnb,9309.950434430511,-2250.9879316943957,-4970.113630127659,128.8961156810714,-8836.57344629788,7492.567996202024,-7870.454258111837,958.7192179521452,-2623.358617121038,-933.4242582584942,-3508.4516008954947,3253.1549935681724,12807380.0,7202033.0,3689152.0,2654108.0,1645426.0,1286431.0,630984.0,593756.0,678307.0,656040.0,891831.0,849000.0,942874.0,1143036.0,829773.0,590599.0,559388.0,452919.0,403276.0,275633.0,219477.0,188985.0,177103.0,220490.0,195231.0,100462.0,114988.0,94592.0,11639.0,7249.0,8201.0,7601.0,15.972064760207674,15.578107217338626,14.899686693762504,14.57918080491594,14.13493024454998,13.868923277624523,13.17636202006463,13.100613478143506,13.215905902586517,13.160106563184717,13.506913827680364,13.473551910096683,13.585019953559987,13.74549629994323,13.438913318661733,13.126919857730032,13.056143852337009,12.849235524117207,12.740012519917087,12.360515432728754,12.101008445249667,11.963580641647454,11.8629822981795,12.105638851981732,11.97417797911724,11.321503007471808,11.465242313354592,11.198045217160193,9.103900254219157,8.81626097451024,8.875187793073865,8.830789987532055
rnb,9216.429415460494,-2275.5483206105055,-1664.8317747265792,2337.671184425264,-8092.3387083413845,5166.785616653813,-7659.168203970368,2039.3659088356865,-1242.5993318007245,-1210.4138215478456,-2930.589809420964,4686.66512331038,12205527.0,5302131.0,3508104.0,1997253.0,1438330.0,1189131.0,837955.0,796932.0,788571.0,901150.0,980943.0,929486.0,804693.0,762678.0,603411.0,458460.0,452150.0,367069.0,487240.0,349038.0,346425.0,396863.0,340333.0,293513.0,250688.0,209069.0,181362.0,210513.0,13848.0,4478.0,3929.0,3676.0,15.847559376565371,15.211095425793136,14.831152143428438,14.329987136847103,13.988906049053684,13.799930189620085,13.43990377966931,13.354119423887347,13.373886677918868,13.536610955058391,13.618219562577996,13.569291385107595,13.417332012819388,13.375349539913493,13.131838877663377,12.861056469358779,12.831006758479413,12.602935278074447,12.834829505767418,12.504708861527222,12.451330175791057,12.5632574275867,12.290253391513923,12.244813260315913,12.14925886073259,11.968900729239037,11.852538759260884,11.91731773578587,8.843837955627912,8.238222871171736,8.111355667068668,8.04946286787861
rnb,9120.990440545878,-1565.8172849698963,-200.4055635387012,2031.981229559076,-6414.32591678266,4743.803523351054,-8869.122883718059,3190.3721213160134,-393.28302026731103,-89.64083828461514,-1875.4700822644168,4952.03355909141,12298337.0,6344193.0,3258899.0,2063615.0,1507711.0,1251504.0,907265.0,775174.0,641104.0,572686.0,607572.0,730678.0,691561.0,600661.0,536849.0,425038.0,385270.0,402718.0,471469.0,336050.0,369491.0,430925.0,393452.0,309669.0,252831.0,218725.0,194078.0,224698.0,14520.0,5348.0,4841.0,4887.0,15.839843711258249,15.434778731581611,14.751429197794797,14.358692053124386,14.035502356434423,13.854570534278063,13.50586184892685,13.343706937341283,13.163295773892484,13.085470239102484,13.138620166286763,13.334181746860784,13.276792716516038,13.132295165567816,13.024513659494945,12.776600751921547,12.681145367425456,12.709740187131457,12.82625117216901,12.485634234024012,12.56334451687639,12.741976669032635,12.558615317860127,12.326028941838588,12.174353435633462,12.059922414433178,11.947734994581861,11.988814605374731,8.937594778715395,8.428251282365832,8.333006071558952,8.347035854351812
rnb,9313.260111874806,-2010.5667192653702,-2288.0552235094706,446.41441325077716,-8230.936447946397,5951.983674435114,-9007.579194247865,1744.7392613258367,829.4091569269941,-67.2289155868111,-3322.126506599724,5105.769577253562,12081143.0,6033516.0,3548240.0,2240594.0,1782675.0,1306381.0,817652.0,718577.0,549553.0,633927.0,805721.0,1070477.0,1060845.0,837495.0,795534.0,515710.0,495637.0,451840.0,544292.0,369898.0,389114.0,421533.0,361248.0,308239.0,263217.0,219315.0,196628.0,220253.0,13808.0,3952.0,3969.0,4491.0,15.860716413998285,15.258796119169661,14.844590226574297,14.413184622959738,14.19235543612245,13.887942258693334,13.412542621479952,13.24258552362433,12.946113687070673,13.175126383771502,13.420815317470106,13.714698578122626,13.695807556569994,13.469490442976445,13.4090795889288,12.977932936676016,12.939467695610055,12.837616678094372,12.970222314911522,12.578695591724571,12.610040356557699,12.659930208176192,12.415434301451256,12.282202842562933,12.197603100985127,12.030792621028777,11.93466601491918,11.979367543677144,8.819551270039842,8.106391206693818,8.122047575540188,8.245329746506677
classical,7488.60817743827,9473.721730742156,-11887.748464946199,-14023.768456275679,-3753.0462917830887,-4959.401741041929,-4454.046149341733,-3238.775081737477,-7589.255384376138,-5470.498362809484,-2688.274229669503,1585.2233226198646,1493994.0,1114581.0,798212.0,374388.0,224734.0,129320.0,92083.0,61142.0,31741.0,20447.0,10646.0,11191.0,6299.0,5812.0,5410.0,4805.0,6194.0,4409.0,3930.0,3095.0,2789.0,2614.0,2555.0,2857.0,2881.0,2670.0,2563.0,1978.0,1025.0,460.0,452.0,449.0,13.313630674421871,13.236981578068304,12.7674594595881,12.272939148785623,11.77279929522452,11.310783457498074,10.876563659957698,10.444695271363072,9.811821954026021,9.532129447575507,9.019385256034433,9.022465055143707,8.55242376054603,8.475128994324733,8.389049694518281,8.30376223636755,8.522562462925412,8.215669341374587,8.096505578482565,7.8625600182729425,7.75758840608727,7.702293209733775,7.679523495369214,7.788604748844602,7.79707899849437,7.722353286238571,7.675701646456858,7.365086853909957,6.75635244825576,6.087848721266333,6.068619765703703,6.0632898634091665
rnb,9430.508548090156,-3870.242203891285,-3963.3472225664473,3871.7126412273215,-6069.987297042276,7028.47259930137,-9446.92567388665,464.8971145305069,-270.4681460376399,951.5105457984279,-1285.4949721837038,5113.40342037775,12906167.0,4862627.0,3028738.0,3220804.0,2488357.0,1677079.0,1169215.0,907742.0,775252.0,790361.0,900695.0,1205145.0,1163889.0,949873.0,809731.0,631875.0,530109.0,455439.0,498077.0,364851.0,379820.0,445532.0,411819.0,330747.0,265241.0,229943.0,193854.0,220391.0,14127.0,5789.0,4793.0,5038.0,15.907167938363948,15.106076623611358,14.712879142708971,14.783729833338596,14.519902051558171,14.154345611134412,13.792309285634726,13.534050602212215,13.374085774770235,13.387713982967341,13.527516400523616,13.835077611862758,13.79141202616395,13.59020346950105,13.441438902621075,13.171417210375797,12.996374560847125,12.841760695053148,12.86872326708911,12.579559725524216,12.603761392159937,12.778822530220136,12.620241544052051,12.41594983444595,12.246091383940886,12.13256769262416,11.94831471077261,11.966632407638292,8.977852393043932,8.518921056577172,8.335406535007003,8.377259593085958
rnb,7305.744969830714,-7473.975715194836,-663.9342536702871,7711.936017560545,-1169.279223689786,6635.816258378886,-5701.670676584181,1788.3220752619275,-3583.2510561606186,-1544.3010004836876,-4940.402330926655,-174.1704193491285,3807149.0,658332.0,481166.0,360617.0,459292.0,693173.0,476351.0,293796.0,337108.0,427778.0,459513.0,410504.0,407745.0,396894.0,400807.0,354265.0,412514.0,395016.0,369986.0,259902.0,225728.0,187015.0,157412.0,126199.0,102481.0,76707.0,58601.0,40578.0,34334.0,5488.0,5216.0,5205.0,14.446355276647331,13.132123054590922,12.838590111917062,12.611569862614031,12.843139023195471,13.266744574779478,12.902949496040153,12.40800753648404,12.542444977097828,12.788852951438399,12.88008047407101,12.73207021448599,12.74405245259046,12.702758454429718,12.721467033513676,12.596963232128996,12.758654017936136,12.712832280382552,12.643850452092135,12.29221102404184,12.152153008032817,11.968605340960998,11.779552985578986,11.562703745968735,11.363204061751139,11.083684145060305,10.801399982973175,10.44244300905891,10.267837179611828,8.58095452498695,8.559345075073121,8.557119257104302
rnb,7354.737765562023,-6541.569480817645,-1896.979563203716,8073.116587691564,-1550.2925767743113,7381.521357912479,-5823.933276535844,2597.4290524083663,-4138.191241349942,-1649.0248882364347,-3813.261181277095,978.6329391895733,4350957.0,683761.0,491116.0,369237.0,375177.0,597582.0,530967.0,545681.0,381425.0,467805.0,510736.0,447928.0,503612.0,433970.0,433530.0,361737.0,396098.0,368337.0,371139.0,265190.0,204522.0,182485.0,156325.0,127109.0,107375.0,73727.0,62212.0,44219.0,35589.0,4006.0,3327.0,3324.0,14.598429992000904,13.124334646082035,12.84516469175717,12.606326069047727,12.587450006694764,13.099016617650538,12.989223721098016,12.996539874543599,12.635744760012562,12.884410523313653,12.962555811147283,12.820120910160206,12.93922762000534,12.77759505964423,12.7739355393678,12.597852366722764,12.656954817996771,12.594461878805436,12.596671311685059,12.268143497883692,12.007890070810413,11.892788233983671,11.726680611937455,11.538510433816949,11.349649388958241,10.989652462211643,10.827965759530771,10.490538035610479,10.284173315626253,8.185592656339107,8.109271194257992,8.108407539453683
rnb,8167.030056291097,-8599.324687227794,-1150.3155692891373,8458.595605097526,-1855.9056874690598,6368.062262525784,-4098.181817393623,2724.878922635356,-3363.604745622629,-130.73913253970187,-4680.494615499654,1360.288277339058,6802531.0,1407336.0,952430.0,626659.0,689430.0,949264.0,922643.0,717106.0,738944.0,977208.0,997737.0,786124.0,587136.0,579252.0,604685.0,591305.0,611967.0,625616.0,556368.0,435917.0,402754.0,322824.0,297497.0,267945.0,227795.0,208094.0,153264.0,120416.0,75976.0,4048.0,1910.0,1897.0,15.214886404915708,13.944743220239669,13.578871437218192,13.164265687511202,13.250697546152319,13.561353619720707,13.549868673971908,13.311586895922309,13.33224539766188,13.612068071447968,13.64014507905428,13.391098491307671,13.11276119994965,13.093322906579884,13.132233978990609,13.123090705622815,13.145639660586443,13.165702005725096,13.052037060578847,12.805586382776909,12.729994767787666,12.513846790958386,12.434746043296474,12.324134167230856,12.168568870731798,12.06764370796949,11.757743665126211,11.518513778166694,11.035839369369414,7.849566618150612,7.55280929719426,7.545959423379352
rnb,8798.869527456874,-7708.0537996936955,464.0825503626757,7894.42706129737,-1931.803803634106,4967.939715450457,-3895.1345433771835,4820.828128687465,-4254.222948100234,1615.257348364064,-2816.196430733728,1311.256991131417,10091619.0,2828246.0,1693347.0,1521678.0,1315769.0,1068530.0,1278365.0,937370.0,903660.0,882756.0,843640.0,888634.0,731096.0,769107.0,713153.0,737230.0,813063.0,822509.0,684172.0,581044.0,520814.0,460070.0,394801.0,394520.0,338620.0,320884.0,255537.0,173928.0,107530.0,5122.0,2689.0,2675.0,15.615009861418404,14.611823873107912,14.128867428398992,14.065897203936462,13.888425637989544,13.713836146949168,13.877628584500487,13.556408485003656,13.531321992118137,13.51563086013375,13.454588184897954,13.481880723851019,13.317820218083297,13.372062617476344,13.298559390002916,13.3265871516022,13.403622984698988,13.429315712780623,13.240318918452553,13.095563309765167,12.986306075136481,12.861946166839182,12.713614803700253,12.720221116292318,12.571123775712781,12.494198718683354,12.262919765251198,11.867640741807662,11.400454080230011,8.17534704832172,7.895806125383508,7.890699520415703
rnb,9284.853919213805,-8908.989907580606,886.5909846788715,8594.003546703285,-4008.5451804626905,3819.013036241051,-4967.978049077901,3161.4932340770956,-5875.838537811345,836.0586237790358,-3827.762051138876,760.3215989901927,11940102.0,3153464.0,1893689.0,1426327.0,1349908.0,1216042.0,1348997.0,1084610.0,1165686.0,1457824.0,1419200.0,1443333.0,1274346.0,1036444.0,1031980.0,952728.0,965980.0,1043918.0,881245.0,698123.0,585826.0,490431.0,423909.0,423828.0,354711.0,343477.0,265848.0,194259.0,118345.0,6412.0,3513.0,3502.0,15.824892635803785,14.733475541824726,14.252879711050703,13.996484693840499,13.939889448225513,13.840946889647032,13.919416760726154,13.713457425150763,13.789973325044317,14.024511498970583,13.996050612998667,14.006622065321741,13.880801829321438,13.688691651049556,13.681216898674734,13.588565079143088,13.601686802788173,13.680242974468795,13.505524202031097,13.277991484366341,13.091661995661159,12.925016254919477,12.783088488581622,12.78233088820296,12.61294110687729,12.573200576911505,12.305412832611651,11.986300429696135,11.499814816341802,8.396445599960344,8.163795885110869,8.160406023931156
rnb,7305.744969830714,-7473.975715194836,-663.9342536702871,7711.936017560545,-1169.279223689786,6635.816258378886,-5701.670676584181,1788.3220752619275,-3583.2510561606186,-1544.3010004836876,-4940.402330926655,-174.1704193491285,3807149.0,658332.0,481166.0,360617.0,459292.0,693173.0,476351.0,293796.0,337108.0,427778.0,459513.0,410504.0,407745.0,396894.0,400807.0,354265.0,412514.0,395016.0,369986.0,259902.0,225728.0,187015.0,157412.0,126199.0,102481.0,76707.0,58601.0,40578.0,34334.0,5488.0,5216.0,5205.0,14.446355276647331,13.132123054590922,12.838590111917062,12.611569862614031,12.843139023195471,13.266744574779478,12.902949496040153,12.40800753648404,12.542444977097828,12.788852951438399,12.88008047407101,12.73207021448599,12.74405245259046,12.702758454429718,12.721467033513676,12.596963232128996,12.758654017936136,12.712832280382552,12.643850452092135,12.29221102404184,12.152153008032817,11.968605340960998,11.779552985578986,11.562703745968735,11.363204061751139,11.083684145060305,10.801399982973175,10.44244300905891,10.267837179611828,8.58095452498695,8.559345075073121,8.557119257104302
rnb,7354.737765562023,-6541.569480817645,-1896.979563203716,8073.116587691564,-1550.2925767743113,7381.521357912479,-5823.933276535844,2597.4290524083663,-4138.191241349942,-1649.0248882364347,-3813.261181277095,978.6329391895733,4350957.0,683761.0,491116.0,369237.0,375177.0,597582.0,530967.0,545681.0,381425.0,467805.0,510736.0,447928.0,503612.0,433970.0,433530.0,361737.0,396098.0,368337.0,371139.0,265190.0,204522.0,182485.0,156325.0,127109.0,107375.0,73727.0,62212.0,44219.0,35589.0,4006.0,3327.0,3324.0,14.598429992000904,13.124334646082035,12.84516469175717,12.606326069047727,12.587450006694764,13.099016617650538,12.989223721098016,12.996539874543599,12.635744760012562,12.884410523313653,12.962555811147283,12.820120910160206,12.93922762000534,12.77759505964423,12.7739355393678,12.597852366722764,12.656954817996771,12.594461878805436,12.596671311685059,12.268143497883692,12.007890070810413,11.892788233983671,11.726680611937455,11.538510433816949,11.349649388958241,10.989652462211643,10.827965759530771,10.490538035610479,10.284173315626253,8.185592656339107,8.109271194257992,8.108407539453683
rnb,8167.030056291097,-8599.324687227794,-1150.3155692891373,8458.595605097526,-1855.9056874690598,6368.062262525784,-4098.181817393623,2724.878922635356,-3363.604745622629,-130.73913253970187,-4680.494615499654,1360.288277339058,6802531.0,1407336.0,952430.0,626659.0,689430.0,949264.0,922643.0,717106.0,738944.0,977208.0,997737.0,786124.0,587136.0,579252.0,604685.0,591305.0,611967.0,625616.0,556368.0,435917.0,402754.0,322824.0,297497.0,267945.0,227795.0,208094.0,153264.0,120416.0,75976.0,4048.0,1910.0,1897.0,15.214886404915708,13.944743220239669,13.578871437218192,13.164265687511202,13.250697546152319,13.561353619720707,13.549868673971908,13.311586895922309,13.33224539766188,13.612068071447968,13.64014507905428,13.391098491307671,13.11276119994965,13.093322906579884,13.132233978990609,13.123090705622815,13.145639660586443,13.165702005725096,13.052037060578847,12.805586382776909,12.729994767787666,12.513846790958386,12.434746043296474,12.324134167230856,12.168568870731798,12.06764370796949,11.757743665126211,11.518513778166694,11.035839369369414,7.849566618150612,7.55280929719426,7.545959423379352
rnb,8798.869527456874,-7708.0537996936955,464.0825503626757,7894.42706129737,-1931.803803634106,4967.939715450457,-3895.1345433771835,4820.828128687465,-4254.222948100234,1615.257348364064,-2816.196430733728,1311.256991131417,10091619.0,2828246.0,1693347.0,1521678.0,1315769.0,1068530.0,1278365.0,937370.0,903660.0,882756.0,843640.0,888634.0,731096.0,769107.0,713153.0,737230.0,813063.0,822509.0,684172.0,581044.0,520814.0,460070.0,394801.0,394520.0,338620.0,320884.0,255537.0,173928.0,107530.0,5122.0,2689.0,2675.0,15.615009861418404,14.611823873107912,14.128867428398992,14.065897203936462,13.888425637989544,13.713836146949168,13.877628584500487,13.556408485003656,13.531321992118137,13.51563086013375,13.454588184897954,13.481880723851019,13.317820218083297,13.372062617476344,13.298559390002916,13.3265871516022,13.403622984698988,13.429315712780623,13.240318918452553,13.095563309765167,12.986306075136481,12.861946166839182,12.713614803700253,12.720221116292318,12.571123775712781,12.494198718683354,12.262919765251198,11.867640741807662,11.400454080230011,8.17534704832172,7.895806125383508,7.890699520415703
classical,6801.4380566485415,5926.4987968170735,-12499.159388943084,-10074.629014298087,-3037.046710784957,-1747.698331074217,-3351.75096833687,-1937.7873921755295,-3031.3719493915873,-3658.835691410392,-2181.7326892560923,1473.961528760372,584127.0,479064.0,604777.0,221486.0,166268.0,98409.0,71356.0,33134.0,26298.0,18881.0,16183.0,13281.0,12326.0,9750.0,9377.0,7510.0,5729.0,5327.0,4642.0,4477.0,4159.0,5316.0,3467.0,3106.0,3286.0,3186.0,2745.0,2497.0,2703.0,332.0,271.0,264.0,12.735565427370512,12.502371167296658,12.43438774917575,11.881211544899866,11.570015828701935,11.185882982489476,10.885609650957791,10.18619250612774,9.935468953402987,9.622129297930158,9.476616864586386,9.29630561186741,9.22611307334244,8.99890371613288,8.91549306716873,8.734641415977315,8.475908984989003,8.387442687073477,8.261478253102123,8.234309442941461,8.158406218749345,8.368230974374057,7.977105565542344,7.8671411715541115,7.915261887158582,7.8928998441386025,7.7445422615771005,7.652547596618695,7.6859195049006175,5.640467723674621,5.487276850250491,5.456562933514266
